OPPORTUNITY LINK,OPPORTUNITY TITLE,Status,"Private, Local, State, or Federal",AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,DUE DATE,Instrument Type,Immigration Status Requirements,Description,Demographic Eligibility,Other Eligibility Requirements,COVID Specific,Location Eligibility
PAR-19-045,End-of-Life and Palliative Care Approaches to Advanced Signs and Symptoms (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-18-941,Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2021,Grant,,,,,,
PAR-18-942,Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2021,Grant,,,,,,
PAR-19-061,Investigator Initiated Research in Computational Genomics and Data Science (R43/R44 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/05/2021,Grant,,,,,,
PAR-19-058,Strategies to Provide Culturally Tailored Palliative and End-of-Life Care for Seriously Ill American Indian and Alaska Native Individuals (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-065,"Medical Simulators for Practicing Patient Care Providers  Skill Acquisition, Outcomes Assessment and Technology Development (R01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-067,Processing and Presentation of Non-Conventional MHC Ligands (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-066,Processing and Presentation of Non-Conventional MHC Ligands (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-070,Research on Current Topics in Alzheimer's Disease and Its Related Dementias (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/12/2021,Grant,,,,,,
PAR-19-071,Research on Current Topics in Alzheimer's Disease and Its Related Dementias (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/12/2021,Grant,,,,,,
PA-19-073,Telomeres in Wellness and Disease: A Biobehavioral Approach  (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-074,Telomeres in Wellness and Disease: A Biobehavioral Approach (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-094,"Emotion Regulation, Aging and Mental Disorder (R01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-095,"Emotion Regulation, Aging and Mental Disorder (R21 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-096,Control of Sexually Transmitted Infections (STIs) Through a Comprehensive Understanding of the Natural History of Infection (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-077,Accelerating Malaria Vaccine Discovery (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-079,Molecular and Genetic Characterization of Inborn Errors of Immunity (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-078,Molecular and Genetic Characterization of Inborn Errors of Immunity (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-085,Independent Scientist Award (Parent K02 - Independent Basic Experimental Studies with Humans Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-082,"Novel approaches to understand, prevent, treat, and diagnose coccidioidomycosis (Valley Fever) and other select endemic fungal infections (R01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-083,"Novel approaches to understand, prevent, treat, and diagnose coccidioidomycosis (Valley Fever) and other select endemic fungal infections (R21 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-075,Enabling Technologies to Accelerate Development of Oral Biodevices (R41/R42 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/05/2022,Grant,,,,,,
PA-19-076,Enabling Technologies to Accelerate Development of Oral Biodevices (R43/R44 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/05/2022,Grant,,,,,,
PA-19-081,Advancing Development of Rapid Fungal Diagnostics (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-080,Advancing Development of Rapid Fungal Diagnostics (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
RFA-DA-19-020,HEAL Initiative: Americas Startups and Small Businesses Build Technologies to Stop the Opioid Epidemic (R41/R42 - Clinical Trial Optional),Available,Federal,National Institutes of Health,3000000,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/08/2021,Grant,,,,,,
RFA-DA-19-019,HEAL Initiative: Americas Startups and Small Businesses Build Technologies to Stop the Opioid Epidemic (R43/R44 - Clinical Trial Optional),Available,Federal,National Institutes of Health,7000000,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/08/2021,Grant,,,,,,
PAR-19-113,Cancer Tissue Engineering Collaborative: Enabling Biomimetic Tissue-Engineered Technologies for Cancer Research (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAS-19-105,Stimulating Hematology Investigation: New Endeavors (SHINE) (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,3000000,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-132,Independent Scientist Award (Parent K02 - Independent Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-131,Independent Scientist Award (Parent K02 - Independent Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-136,End-of-Life and Palliative Needs of Adolescents and Young Adults (AYA) with Serious Illnesses (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-111,Improving Outcomes in Cancer Treatment-Related Cardiotoxicity (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PA-19-112,Improving Outcomes in Cancer Treatment-Related Cardiotoxicity (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-137,NIDCD Clinical Research Center Grant (P50  Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/06/2021,Grant,,,,,,
PAR-19-141,NIDCR Dual Degree Dentist Scientist Pathway to Independence Award  (K99/R00 Independent Basic Experimental Studies with Humans Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-144,NIDCR Dual Degree Dentist Scientist Pathway to Independence Award (K99/R00 Independent Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-153,End-of-Life and Palliative Needs of Adolescents and Young Adults (AYA) with Serious Illnesses (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-145,NIDCR Small Research Grants for Oral Health Data Analysis and Statistical Methodology Development (R03 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-161,"NIDCR Mentored Career Development Award to Promote Diversity in the Dental, Oral and Craniofacial Workforce (K01 Independent Basic Experimental Studies with Humans Required)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-160,"NIDCR Mentored Career Development Award to Promote Diversity in the Dental, Oral and Craniofacial Workforce (K01 Independent Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-151,NIDCR Dentist Scientist Career Transition Award for Intramural Investigators (K22 Independent Basic Experimental Studies with Humans Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-152,NIDCR Dentist Scientist Career Transition Award for Intramural Investigators (K22 Independent Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-149,Exploratory/Developmental Bioengineering Research Grants (EBRG) (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-150,Exploratory/Developmental Bioengineering Research Grants (EBRG) (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-176,Methods Development for Cryogenic or Other Long-term Preservation and Revival of Drosophila and Zebrafish Genetic Stocks (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-173,Achieving Tissue Robustness Through Harnessing Immune System Plasticity (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-172,Achieving Tissue Robustness Through Harnessing Immune System Plasticity (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-158,Bioengineering Research Grants (BRG) (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-146,Drug Discovery For Nervous System Disorders (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-147,Drug Discovery For Nervous System Disorders (R01 Clinical Trials Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-027,Basic Neurodevelopmental Biology of Circuits and Behavior (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-028,Basic Neurodevelopmental Biology of Brain Circuits and Behavior (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-184,Biology of Bladder Cancer (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-183,Biology of Bladder Cancer (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-185,Initiative to Maximize Research Education in Genomics: Courses (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/25/2022,Grant,,,,,,
PAR-19-189,Pilot Services Research Grants Not Involving Clinical Trials (R34 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Grant,,,,,,
PAR-19-194,Microbial-based Cancer Therapy -Bugs as Drugs (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-193,Microbial-based Cancer Therapy -Bugs as Drugs (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-202,"High impact, Interdisciplinary Science in NIDDK Research Areas (RC2 Clinical Trial Optional)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/02/2021,Grant,,,,,,
PA-19-201,Mechanisms Underlying the Contribution of Sleep Disturbances to Pain (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PA-19-200,Mechanisms Underlying the Contribution of Sleep Disturbances to Pain (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-199,Modulating Intestinal Microbiota to Enhance Protective Immune Responses against Cancer (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/08/2021,Grant,,,,,,
PAR-19-198,Modulating Intestinal Microbiota to Enhance Protective Immune Responses against Cancer (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/08/2021,Grant,,,,,,
PAR-19-213,Behavioral and Integrative Treatment Development Program (R34 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/23/2022,Grant,,,,,,
PAR-19-212,Behavioral and Integrative Treatment Development Program (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/23/2022,Grant,,,,,,
PAR-19-231,NEI Clinical Research Study Planning Grant Program (R34 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-235,Reducing the Duration of Untreated Psychosis in the United States (R34 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-236,Reducing the Duration of Untreated Psychosis in the United States (R01 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PA-19-237,Novel RNAs in Virology (including HIV) and Immune Regulation: Basic Science and Therapeutic Discovery (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-238,"Short-term Mentored Career Enhancement Award in Dental, Oral and Craniofacial Research for Mid-Career and Senior Investigators (K18 Independent Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-239,Clinical Research to Improve the Oral Health of Older Adults (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/06/2022,Grant,,,,,,
PAR-19-240,Clinical Research to Improve the Oral Health of Older Adults (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2022,Grant,,,,,,
PAS-19-241,Stimulating Urology Interdisciplinary Team Opportunity Research (SUITOR) (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
PAR-19-251,Basic and Translational Research on Adducts in Cancer Risk Identification and Prevention (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/08/2021,Grant,,,,,,
PAR-19-252,Basic and Translational Research on Adducts in Cancer Risk Identification and Prevention (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/08/2021,Grant,,,,,,
PAR-19-253,Focused Technology Research and Development (R01 - Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
